6, 1, 4, 5, 0, 0, 1, 2,0.0
6, 1, 4, 5, 0, 0, 1, 1,0.0
6, 1, 4, 5, 0, 0, 1, 0,0.0
6, 3, 4, 5, 0, 0, 1, 2,0.0
6, 3, 4, 5, 0, 0, 1, 1,0.0
6, 3, 4, 5, 0, 0, 1, 0,0.0
6, 5, 4, 5, 0, 0, 1, 2,0.0
6, 5, 4, 5, 0, 0, 1, 1,0.0
6, 5, 4, 5, 0, 0, 1, 0,0.0
6, 6, 4, 5, 0, 0, 1, 2,0.0
6, 6, 4, 5, 0, 0, 1, 1,0.0
6, 6, 4, 5, 0, 0, 1, 0,0.0
1, 4, 4, 5, 0, 0, 1, 3,0.0
1, 4, 4, 5, 0, 0, 1, 2,0.0
1, 4, 4, 5, 0, 0, 1, 1,0.0
1, 4, 4, 5, 0, 0, 1, 0,0.0
2, 4, 4, 5, 0, 1, 1, 3,2.4766482974855566
2, 4, 4, 5, 0, 1, 1, 2,2.4766482974855566
2, 4, 4, 5, 0, 1, 1, 1,2.4766482974855566
2, 4, 4, 5, 0, 1, 1, 0,2.4766482974855566
2, 3, 4, 5, 0, 1, 1, 3,2.4766482974855566
2, 3, 4, 5, 0, 1, 1, 2,2.4766482974855566
2, 3, 4, 5, 0, 1, 1, 1,2.4766482974855566
2, 3, 4, 5, 0, 1, 1, 0,2.4766482974855566
1, 3, 4, 5, 0, 0, 1, 3,0.0
1, 3, 4, 5, 0, 0, 1, 2,0.0
1, 3, 4, 5, 0, 0, 1, 1,0.0
1, 3, 4, 5, 0, 0, 1, 0,0.0
0, 3, 4, 5, 0, 0, 1, 3,0.0
0, 3, 4, 5, 0, 0, 1, 1,0.0
0, 3, 4, 5, 0, 0, 1, 0,0.0
0, 1, 4, 5, 0, 0, 1, 3,0.0
0, 1, 4, 5, 0, 0, 1, 1,0.0
0, 1, 4, 5, 0, 0, 1, 0,0.0
1, 0, 4, 5, 0, 0, 1, 3,0.0
1, 0, 4, 5, 0, 0, 1, 2,0.0
1, 0, 4, 5, 0, 0, 1, 1,0.0
1, 1, 4, 5, 0, 0, 1, 3,0.0
1, 1, 4, 5, 0, 0, 1, 2,0.0
1, 1, 4, 5, 0, 0, 1, 1,0.0
1, 1, 4, 5, 0, 0, 1, 0,0.0
2, 2, 4, 5, 0, 1, 1, 3,2.4766482974855566
2, 2, 4, 5, 0, 1, 1, 2,2.4766482974855566
2, 2, 4, 5, 0, 1, 1, 1,2.4766482974855566
2, 2, 4, 5, 0, 1, 1, 0,2.4766482974855566
2, 0, 4, 5, 0, 0, 1, 3,0.0
2, 0, 4, 5, 0, 0, 1, 2,0.0
2, 0, 4, 5, 0, 0, 1, 1,0.0
3, 0, 4, 5, 0, 0, 1, 3,0.0
3, 0, 4, 5, 0, 0, 1, 2,0.0
3, 0, 4, 5, 0, 0, 1, 1,0.0
4, 0, 4, 5, 0, 0, 1, 3,0.0
4, 0, 4, 5, 0, 0, 1, 2,0.0
4, 0, 4, 5, 0, 0, 1, 1,0.0
5, 1, 4, 5, 0, 0, 1, 3,0.0
