14, 14, 1, 6, 0, 0, 1, 2,0.0
14, 14, 1, 6, 0, 0, 1, 1,0.0
14, 14, 1, 6, 0, 0, 1, 0,0.0
13, 14, 1, 6, 0, 0, 1, 3,0.0
13, 14, 1, 6, 0, 0, 1, 2,0.0
13, 14, 1, 6, 0, 0, 1, 1,0.0
13, 14, 1, 6, 0, 0, 1, 0,0.0
12, 14, 1, 6, 0, 0, 1, 3,0.0
12, 14, 1, 6, 0, 0, 1, 2,0.0
12, 14, 1, 6, 0, 0, 1, 1,0.0
12, 14, 1, 6, 0, 0, 1, 0,0.0
11, 14, 1, 6, 0, 0, 1, 3,0.0
11, 14, 1, 6, 0, 0, 1, 2,0.0
11, 14, 1, 6, 0, 0, 1, 1,0.0
11, 14, 1, 6, 0, 0, 1, 0,0.0
10, 14, 1, 6, 0, 0, 1, 3,0.0
10, 14, 1, 6, 0, 0, 1, 2,0.0
10, 14, 1, 6, 0, 0, 1, 1,0.0
10, 14, 1, 6, 0, 0, 1, 0,0.0
8, 14, 1, 6, 0, 0, 1, 3,0.0
8, 14, 1, 6, 0, 0, 1, 2,0.0
8, 14, 1, 6, 0, 0, 1, 1,0.0
8, 14, 1, 6, 0, 0, 1, 0,0.0
7, 14, 1, 6, 0, 0, 1, 3,0.0
7, 14, 1, 6, 0, 0, 1, 2,0.0
7, 14, 1, 6, 0, 0, 1, 1,0.0
7, 14, 1, 6, 0, 0, 1, 0,0.0
5, 14, 1, 6, 0, 0, 1, 3,0.0
5, 14, 1, 6, 0, 0, 1, 2,0.0
5, 14, 1, 6, 0, 0, 1, 1,0.0
5, 14, 1, 6, 0, 0, 1, 0,0.0
4, 14, 1, 6, 0, 0, 1, 3,0.0
4, 14, 1, 6, 0, 0, 1, 2,0.0
4, 14, 1, 6, 0, 0, 1, 1,0.0
4, 14, 1, 6, 0, 0, 1, 0,0.0
2, 14, 1, 6, 0, 0, 1, 3,0.0
2, 14, 1, 6, 0, 0, 1, 2,0.0
2, 14, 1, 6, 0, 0, 1, 1,0.0
2, 14, 1, 6, 0, 0, 1, 0,0.0
1, 14, 1, 6, 0, 0, 1, 3,0.0
1, 14, 1, 6, 0, 0, 1, 2,0.0
1, 14, 1, 6, 0, 0, 1, 1,0.0
1, 14, 1, 6, 0, 0, 1, 0,0.0
